5260	5292	3345	5419	
5028	5030	3666	5043	
6824	6835	4425	6932	
5406	5422	3143	5516	
6685	6784	4512	7014	
4859	5032	1662	5453	
4633	4760	3145	5094	
6426	6500	5180	6681	
5709	5770	4056	5991	
4602	4649	3433	4848	
5001	5110	3090	5376	
4978	5010	3127	5247	
4911	4976	3413	5224	
5900	5966	4390	6210	
5337	5451	3780	5697	
4576	4617	2518	4753	
7081	7123	5264	7366	
4894	4986	2898	5449	
4377	4405	2403	4578	
4463	4519	2854	4805	
5728	5783	3993	6007	
4469	4486	2954	4652	
6464	6501	5943	6758	
6366	6399	4776	6521	
6717	6756	5117	6938	
4726	4779	3664	5030	
3009	3073	1418	3410	
6528	6534	4754	6633	
7035	7061	4896	7190	
5435	5460	4300	5559	
4571	4597	5109	4701	
4235	4315	2846	4607	
5540	5545	3271	5657	
4764	4846	2749	5102	
3517	3656	2509	4008	
4236	4269	3510	4424	
5801	5878	5010	6071	
4153	4176	3135	4300	
2664	2738	1430	2970	
4394	4436	2270	4652	
5460	5582	3483	6311	
6013	6086	3507	6241	
7168	7227	5382	7385	
4196	4324	1868	4932	
4325	4479	3354	5004	
5497	5511	4055	5720	
4317	4390	3969	4607	
6147	6217	4481	6468	
5884	5918	3806	6076	
5610	5636	3960	5730	
5445	5479	4204	5664	
6180	6204	3697	6286	
6569	6582	4326	6709	
5688	5746	3883	5935	
3470	3565	2842	3852	
5066	5196	3201	5434	
4509	4577	2716	4836	
4713	4781	3479	4952	
6382	6416	4982	6581	
4117	4133	3528	4249	
4194	4204	3716	4276	
5253	5307	4305	5478	
6344	6485	4752	6811	
4212	4308	3057	4589	
3603	3663	1696	3907	
7251	7301	5336	7392	
4684	4702	3675	4816	
4139	4188	3373	4345	
5576	5593	3845	5725	
4557	4589	3686	4717	
3450	3532	2851	3877	
3817	3827	3655	3887	
4800	4845	3935	4917	
4961	5049	4253	5234	
4867	4913	4004	5019	
4180	4210	3580	4395	
4829	4908	3747	5170	
7477	7497	4620	7529	
5010	5095	3622	5396	
4940	5016	2176	5308	
5661	5711	4161	5956	
4015	4161	2267	4539	
3995	4111	3036	4660	
4820	4844	3181	4940	
5514	5589	4492	5989	
2906	2969	2115	3185	
6057	6102	3981	6243	
4115	4207	3268	4595	
4679	4701	4218	4857	
5083	5120	3805	5246	
3496	3586	3033	3840	
5284	5364	4018	5600	
3772	3838	2544	3970	
6791	6855	4450	7014	
5407	5477	2550	5675	
4706	4717	3545	4856	
7100	7139	4656	7241	
7489	7495	6030	7610	
5024	5077	4593	5253	
5350	5405	3601	5727	
