101	90
121	60
141	60
161	110
181	90
201	160
221	210
241	220
261	381
281	360
301	640
321	480
341	1040
361	860
381	820
401	1220
421	1310
441	1490
461	1741
481	1630
501	2390
521	2370
541	2890
561	3050
581	3531
601	5030
621	4971
641	5460
661	6072
681	6901
701	6874
721	7601
741	12161
761	8740
781	11841
801	11215
821	15140
841	14270
861	23140
881	23801
901	15581
