101	70
121	50
141	40
161	40
181	60
201	50
221	50
241	100
261	110
281	190
301	220
321	160
341	210
361	220
381	270
401	330
421	330
441	460
461	461
481	950
501	1000
521	790
541	870
561	850
581	1630
601	2220
621	2701
641	1380
661	2040
681	1511
701	1710
721	4451
741	2510
761	2560
781	3040
801	3720
821	4240
841	3990
861	4250
881	5910
901	7960
921	5610
941	6371
961	6231
981	10740
1001	16500
1021	14720
1041	8601
1061	13202
1081	9161
1101	10920
1121	15151
1141	27913
1161	17785
1181	18131
1201	15014
1221	15762
1241	39103
1261	18553
1281	17770
1301	23893
1321	19121
1341	39931
1361	31814
1381	25660
1401	28954
1421	40861
1441	32252
1461	30675
1481	36954
1501	37980
